Unnamed: 0,CLEE,Id,Nombre,Clase_actividad,Estrato,Tipo_vialidad,Calle,Colonia,Ubicacion,Tipo,Longitud,Latitud,Consultorio
191,02001464113000071000000000U7,71907,FARMACIA ALOPATICA Y HOMEOPATICA SEVEN POWERS,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALZADA,CORTEZ,HIDALGO,ENSENADA,FIJO,-116.58746781,31.86289491,NO
192,02004464111012321000000000U0,10289778,FARMACIA AMAITE,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,BRASIL,MORELOS,TIJUANA,FIJO,-117.03339622,32.52141666,NO
193,02002464112001491000000000U6,82833,FARMACIA AMALIA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,DEMONTE,CASA MAGNA,MEXICALI,FIJO,-115.47584999,32.59205464,NO
194,02004464111005431000000000U6,151554,FARMACIA AMERICA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,MIGUEL NEGRETE,ART 123,TIJUANA,FIJO,-117.03376028,32.53623105,NO
195,02004464112000181000000000U0,151821,FARMACIA AMSTERDAM,FARMACIAS CON MINISUPER,0 a 5 personas,AVENIDA,DE LA AMISTAD,CENTRO,TIJUANA,FIJO,-117.02999617,32.54053001,NO
196,02004464111002111001000000U7,61026,FARMACIA ANESTECIA IN,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,MANUEL DOBLADO,GABILONDO,TIJUANA,FIJO,-117.0178985,32.51461437,NO
197,02001464112000711000000000U0,8301214,FARMACIA ANGEL,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,16 DE SEPTIEMBRE,ISLA DE CEDROS,ENSENADA,FIJO,-115.18728013,28.0952475,NO
198,02002464112000361000000000U2,63470,FARMACIA ANGEL DE AMOR,FARMACIAS CON MINISUPER,0 a 5 personas,AVENIDA,ONCEAVA,MEXICALI II,MEXICALI,FIJO,-115.38555852,32.59803618,NO
199,02002464112000441000000000U2,72331,FARMACIA ANGELES,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,GRANADA,ESPERANZA AGRCOLA,MEXICALI,FIJO,-115.46287996,32.61296288,NO
200,02002464111000021000000000S4,64269,FARMACIA ANGELES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,URBANO VASQUEZ CUARTA,NUEVO MEXICALI DOS,MEXICALI,FIJO,-115.39535055,32.60917272,NO
201,02004464111012621000000000U3,11260057,FARMACIA ANGELES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,AQUILES SERDAN,LIBERTAD PARTE BAJA,TIJUANA,FIJO,-117.01626509,32.53796585,NO
202,02002464111003391000000000U8,81204,FARMACIA ANGELES DE PUEBLA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,5 DE MAYO,RINCONES DE PUEBLA,MEXICALI,FIJO,-115.33516297,32.5587797,NO
203,02004464112002091010003725S9,6320941,FARMACIA ANGELES,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GENERAL RODOLFO SANCHEZ TABOADA,RIO,TIJUANA,FIJO,-117.00849315,32.51761375,NO
204,02004464111000651000000000U4,140967,FARMACIA ANITA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,TERCERA,NUEVA TIJUANA,TIJUANA,FIJO,-116.92333008,32.54664794,NO
205,02001464111001491000000000U0,94821,FARMACIA ARA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,REFORMA,POPULAR 1,ENSENADA,FIJO,-116.61161561,31.8864622,NO
206,02002464111005181000000000U1,9157251,FARMACIA ARCE QUIÑONEZ,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,URBANO VASQUEZ CUARTA,GONZALEZ ORTEGA,MEXICALI,FIJO,-115.39563144,32.59193315,NO
207,02002464112000231000000000U7,140239,FARMACIA ARIANA,FARMACIAS CON MINISUPER,0 a 5 personas,CALZADA,VILLA OBREGON,HACIENDA DEL RIO,MEXICALI,FIJO,-115.37764786,32.61302113,NO
208,02002464111001631000000000U9,57411,FARMACIA ARIES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,IGNACIO MANUEL ALTAMIRANO,PRIMERA,MEXICALI,FIJO,-115.49122609,32.66118682,NO
209,02004464111005791000000000U2,122860,FARMACIA AVINU,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,FLORES MAGON,SALVATIERRA,TIJUANA,FIJO,-117.06728891,32.48360929,NO
210,02001464111001731000000000U9,71513,FARMACIA BAJA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,BLANCARTE,CENTRO,ENSENADA,FIJO,-116.62175332,31.86103181,NO
211,02002464111001641000000000U8,147601,FARMACIA BAJA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,5 DE MAYO A,VICENTE GUERRERO ALGODONES,MEXICALI,FIJO,-114.73018765,32.71710061,NO
212,02001464111003231000000000U8,9897271,FARMACIA BAJA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,BLANCARTE,CENTRO,ENSENADA,FIJO,-116.62130688,31.86191699,NO
213,02004464111012461000000000U4,9878487,FARMACIA BAJA,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,2000,VILLA DEL SOL 4TA SECCION,TIJUANA,FIJO,-116.84906758,32.4999,NO
214,02001464111000781000000000U5,139794,FARMACIA BAJA CALIFORNIA,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,TRANSPENINSULAR,NUEVO BAJA CALIFORNIA,SAN QUINTIN,FIJO,-115.93093555,30.52462588,NO
215,02004464112003071000000000U0,7622167,FARMACIA BAJA MAX,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,CARRILLO PUERTO TERCERA,CENTRO,TIJUANA,FIJO,-117.03222477,32.53446694,NO
216,02001464111002591000000000U6,7004692,FARMACIA BAÑUELOS,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,SIERRA JUAREZ,CAMALU,SAN QUINTIN,FIJO,-116.06097029,30.84440774,NO
217,02004464111004361000000000U6,118903,FARMACIA BBC,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,JUAN RUIZ DE ALARCON,URBANA RIO TIJUANA,TIJUANA,FIJO,-117.01650228,32.52932091,NO
218,02002464111006801000000000U3,10269085,FARMACIA BELAR,FARMACIAS SIN MINISUPER,0 a 5 personas,PROLONGACION,HEROICO COLEGIO MILITAR,VICENTE GUERRERO,MEXICALI,FIJO,-115.50582994,32.61199309,NO
219,02002464111000521010000000U3,56900,FARMACIA BELEN,"COMERCIO AL POR MENOR EN TIENDAS DE ABARROTES, ULTRAMARINOS Y MISCELANEAS",0 a 5 personas,AVENIDA,BAJA CALIFORNIA,SANTA CLARA,MEXICALI,FIJO,-115.51215606,32.66162927,NO
220,02004464111005721000000000U0,128489,FARMACIA BELL,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SANTA VERONICA,REMOSA,TIJUANA,FIJO,-116.99933041,32.48420647,NO
221,02004464111008691000000000U2,8515795,FARMACIA BENAVIDES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,AQUILES SERDAN,LIBERTAD ARTE BAJA,TIJUANA,FIJO,-117.01413335,32.53658368,NO
222,02004464111005691001000000U5,107783,FARMACIA BETHEL,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,JOSE FRANCISCO BLACKE MORA,TORRES DEL MATAMOROS,TIJUANA,FIJO,-116.87604378,32.48574661,NO
223,02002464113001601000000000U8,8346701,FARMACIA BONITAS,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CALLE,YUGOSLAVIA,POPULAR NACIONALISTA,MEXICALI,FIJO,-115.52267858,32.62877207,NO
224,02004464111001161000000000U3,151045,FARMACIA BOTANICA DE GABRIELA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PRIMERA ARTICULO 123,CENTRO,TIJUANA,FIJO,-117.03378251,32.53776587,NO
225,02002464111000231000000000U9,142805,FARMACIA BRIANDA,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,EJ PUEBLA ESTATAL NUMERO 2,MICHOACAN DE OCAMPO,MEXICALI,FIJO,-115.30499206,32.4654681,NO
226,02003464111000061000000000U8,54602,FARMACIA BRISTOL,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,MIGUEL HIDALGO Y COSTILLA,PLIEGO,TECATE,FIJO,-116.62529813,32.57230049,NO
227,02001464112000721000000000U9,7004593,FARMACIA BROADWAY,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,HEBERTO CASTILLO,PUNTA COLONET,ENSENADA,FIJO,-116.20819699,31.06467545,NO
228,02001464111001681000000000U6,98692,FARMACIA BUENA VISTA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SIN CALLE,CAÑON BUENA VISTA,ENSENADA,FIJO,-116.51774731,31.66756278,NO
229,02004464111005421000000000U7,117418,FARMACIA BUENAVISTA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,INGENIERO JUAN OJEDA ROBLES Y O DE LA PAZ,BUENA VISTA,TIJUANA,FIJO,-116.98788944,32.51982033,NO
230,02002464111007341000000000U9,10810097,FARMACIA CACHANILLA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,LAGUNA SAN CRISTOBAL,VILLA DEL REY SEGUNDA ETAPA,MEXICALI,FIJO,-115.48369466,32.60107583,NO
231,02001464111000401000000000U0,143175,FARMACIA CAMALU,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,GUADALUPE VICTORIA,CAMALU,SAN QUINTIN,FIJO,-116.0609917,30.83989648,NO
232,02004464111012421000000000M8,11580550,FARMACIA CAMPESTRE,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GUSTAVO SALINAS,AVIACION,TIJUANA,FIJO,-117.00171339,32.51230082,NO
233,02004464111002101000000000U8,146999,FARMACIA CAPISTRANO,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,RIO AMAZONAS,CERRO COLORADO,TIJUANA,FIJO,-116.9103809,32.48133662,NO
234,02002461170001991000000000U6,6972962,FARMACIA CAROLINE,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,NICOLAS BRAVO,GUADALUPE VICTORIA,MEXICALI,FIJO,-115.10330089,32.29400749,NO
235,02002464111007111000000000U6,9693438,FARMACIA CARRANZA,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,VENUSTIANO CARRANZA,BURCRATAS FEDERALES,MEXICALI,FIJO,-115.39970947,32.63640068,NO
236,02001464111000171000000000U9,144484,FARMACIA CASANDRA,FARMACIAS SIN MINISUPER,0 a 5 personas,CARRETERA,TRANSPENINSULAR,SAN VICENTE,ENSENADA,FIJO,-116.24776571,31.32610665,NO
237,02004433110000031000000000U9,55861,FARMACIA CENTRAL,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CARRILLO PUERTO TERCERA,CENTRO,TIJUANA,FIJO,-117.04464338,32.5334831,NO
238,02004464111003322000000000U9,77264,FARMACIA CESAR,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,RAFAEL BUELNA,LAZARO CARDENAS SEGUNDA SECCION,TIJUANA,FIJO,-117.09891014,32.5254149,NO
239,02004464111000751000000000S2,148186,FARMACIA CHECK,FARMACIAS SIN MINISUPER,0 a 5 personas,OTRO(ESPECIFIQUE),SIN CALLE,AEROPUERTO INTERNACIONAL DE TIJUANA,TIJUANA,FIJO,-116.97523795,32.54632453,NO
240,02004464111009161000000000U5,6959734,FARMACIA CHIQUIS,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,NUEVA AURORA,NUEVA AURORA,TIJUANA,FIJO,-117.0541687,32.48399328,NO
241,02004464111000771000000000U0,134710,FARMACIA CLAUDIA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,PEDREGAL DE SANTA JULIA,TIJUANA,FIJO,-117.06247552,32.49910635,NO
242,02001621111000221000000000U2,141278,FARMACIA CONCHITA Y CONSULTORIO MEDICO,CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO,0 a 5 personas,CALLE,ISRAEL MENDOZA,REFORMA,SAN QUINTIN,FIJO,-115.98982401,30.72810872,SI
243,02002621111006241000000000U2,10205480,FARMACIA CONSULTORIO DR. HERMOSILLO,CONSULTORIOS DE MEDICINA GENERAL DEL SECTOR PRIVADO,0 a 5 personas,BOULEVARD,LAZARO CARDENAS,HUERTAS DE LA PROGRESO,MEXICALI,FIJO,-115.54401946,32.62197215,SI
244,02004464111005681000000000U6,114811,FARMACIA CONTINENTAL,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PRIMERA  ARTICULO 123,CENTRO,TIJUANA,FIJO,-117.03971466,32.53633384,NO
245,02004464111003011000000000U8,115457,FARMACIA CORREO,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,MIGUEL NEGRETE,CENTRO,TIJUANA,FIJO,-117.03247803,32.52483954,NO
246,02001464112000241000000000U8,71190,FARMACIA CORTEZ,FARMACIAS CON MINISUPER,0 a 5 personas,CALZADA,CORTEZ,INDEPENDENCIA,ENSENADA,FIJO,-116.59945976,31.86112306,NO
247,02004464111002991000000000U2,152015,FARMACIA CRISTI RIO,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CARLOTA SOSA,RIO PARTE BAJA,TIJUANA,FIJO,-116.99367953,32.53115065,NO
248,02002464111001881000000000U0,147667,FARMACIA CRISTO REY,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,LAZARO CARDENAS ESTE,MORELOS,MEXICALI,FIJO,-114.84837895,32.6363972,NO
249,02004464112000701000000000U5,55230,FARMACIA CRUZ VERDE,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,CARRILLO PUERTO TERCERA,CENTRO,TIJUANA,FIJO,-117.0382466,32.53392057,NO
250,02002464111003291000000000U0,81684,FARMACIA CRUZ VERDE,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,UNION CALZADA HECTOR TERAN TERAN,TELEVISORA,MEXICALI,FIJO,-115.47711345,32.61077602,NO
251,02001464111001641000000000U0,98311,FARMACIA D JESUS,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,GUADALUPE VICTORIA,CAMALU,SAN QUINTIN,FIJO,-116.06128886,30.84029596,NO
252,02004464112000831000000000U0,132936,FARMACIA D KARLO,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,RAFAEL BUELNA,SOLER,TIJUANA,FIJO,-117.07914778,32.53327869,NO
253,02004464111001511000000000U9,54971,FARMACIA D LUX,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,REVOLUCION,CENTRO,TIJUANA,FIJO,-117.0367605,32.53452319,NO
254,02004464111000721000000000U5,155428,FARMACIA D PACHECO,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,MIGUEL HIDALGO Y COSTILLA,GLORIA,TIJUANA,FIJO,-117.00714548,32.44642438,NO
255,02004464111001821000064857S2,151596,FARMACIA D R MISION,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,MIGUEL NEGRETE,ART 123,TIJUANA,FIJO,-117.03376028,32.53623105,NO
256,02002464111007501000000000U8,11352698,FARMACIA DA,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,VENUSTIANO CARRANZA,GONZALEZ ORTEGA,MEXICALI,FIJO,-115.40510603,32.60595365,NO
257,02002464112002541000000000S7,10852366,FARMACIA DE GENERICOS,FARMACIAS CON MINISUPER,0 a 5 personas,AVENIDA,CONSTITUCION,PAREDONES,MEXICALI,FIJO,-114.93379008,32.6040382,NO
258,02002464111007231000000000S2,11630801,FARMACIA DE GENERICOS,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,LEYES DE REFORMA,MORELOS,MEXICALI,FIJO,-114.85690598,32.6297016,NO
259,02006464111000031000064578S4,9985472,FARMACIA DE GENERICOS,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PRIMERO DE MAYO,LAS MISIONES,SAN QUINTIN,FIJO,-115.98964154,30.70977255,NO
260,02002464112001481010000000S7,79322,FARMACIA DE GENERICOS CVS SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,EMPERADOR CUAUHTEMOC OESTE,MORELOS,MEXICALI,FIJO,-114.85656576,32.63136747,NO
261,02004464111003342000000000U7,67846,FARMACIA DE JAVIER,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,TAPACHULA,AVIACION,TIJUANA,FIJO,-116.99904836,32.5084812,NO
262,02002464112001871000000000U9,6972860,FARMACIA DE JESUS,FARMACIAS CON MINISUPER,0 a 5 personas,CARRETERA,ESTATAL NUMERO 1,VENUSTIANO CARRANZA,MEXICALI,FIJO,-115.16739586,32.2386748,NO
263,02006464111000111000000000U4,11205035,FARMACIA DE JESUS,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,VICENTE GUERRERO,VICENTE GUERRERO,SAN QUINTIN,FIJO,-115.99130073,30.73117087,NO
264,02004464111003021000000000U7,144339,FARMACIA DE JESUS,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,IGNACIO ZARAGOZA Y O MURUA,ALAMAR MURUA,TIJUANA,FIJO,-116.95112444,32.51388404,NO
265,02002464111006911000000000U0,11445000,FARMACIA DE LA FAMILIA,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,LAZARO CARDENAS,LOS MILAGROS,MEXICALI,FIJO,-115.56977168,32.62224224,NO
266,02002464112001801000000000U6,8849900,FARMACIA DE LA O,FARMACIAS CON MINISUPER,0 a 5 personas,AVENIDA,16 DE SEPTIEMBRE B,VICENTE GUERRERO ALGODONES,MEXICALI,FIJO,-114.72970234,32.71602388,NO
267,02004464111002391000000000U5,153483,FARMACIA DE LA PIEL,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GENERAL RODOLFO SANCHEZ TABOADA,RIO TIJUANA,TIJUANA,FIJO,-117.02325398,32.52540406,NO
268,02001464111000251000000000U9,75683,FARMACIA DE LA PIEL,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,13,CENTRO,ENSENADA,FIJO,-116.62096777,31.87567038,NO
269,02004464111005472001000000U0,152350,FARMACIA DE LOS ANGELES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PRESIDENTE IGNACIO COMONFORT,URBANA RIO,TIJUANA,FIJO,-117.02422666,32.52837946,NO
270,02004464111002681000000000U9,69508,FARMACIA DE LUIS,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CEDROS,FRACC VALLE DEL RUBI,TIJUANA,FIJO,-117.03221835,32.48054631,NO
271,02004464112003811000000000U9,11375329,FARMACIA DE LUNA,FARMACIAS CON MINISUPER,0 a 5 personas,AVENIDA,AGUASCALIENTES,CENTRO,TIJUANA,FIJO,-117.03178263,32.53310327,NO
272,02004464111000411000000000U3,55032,FARMACIA DE LUX,FARMACIAS SIN MINISUPER,6 a 10 personas,CALLE,CARRILLO PUERTO TERCERA,CENTRO,TIJUANA,FIJO,-117.03755955,32.53412203,NO
273,02002464111007011000000000U8,11236062,FARMACIA DE SAN JUAN,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,CHECOSLOVAQUIA,CONJUNTO URBANO ORIZABA,MEXICALI,FIJO,-115.51424974,32.63795043,NO
274,02002464111000641000000000U9,71352,FARMACIA DE SIMILARES,FARMACIAS SIN MINISUPER,0 a 5 personas,CALZADA,CASTELLON,HIDALGO,MEXICALI,FIJO,-115.45575736,32.61367316,NO
275,02001464111001821000000000U8,136322,FARMACIA DE SUPER DESCUENTO,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GERANIOS,INDECO TRES,ENSENADA,FIJO,-116.58328758,31.8928879,NO
276,02004464111004371000000000S5,118660,FARMACIA DE SUPER DESCUENTO DEL NORTE,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,EDMUNDO O GORMAN,RIO,TIJUANA,FIJO,-117.01716087,32.52248916,NO
277,02001464111001601000000000U3,56684,FARMACIA DEDESCUENTO,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",0 a 5 personas,CARRETERA,TRANSPENINSULAR REFORMA,CHAPULTEPEC,ENSENADA,FIJO,-116.59146481,31.78450998,NO
278,02002464111002343000000000U0,148278,FARMACIA DEL CARMEN,FARMACIAS SIN MINISUPER,6 a 10 personas,CALZADA,CALZADA DE LOS INSURGENTES,GUADALUPE VICTORIA,MEXICALI,FIJO,-115.10021259,32.28719249,NO
279,02001464113001161000000000U5,8280364,FARMACIA DEL CORAZON,"COMERCIO AL POR MENOR DE PRODUCTOS NATURISTAS, MEDICAMENTOS HOMEOPATICOS Y DE COMPLEMENTOS ALIMENTICIOS",6 a 10 personas,CALLE,DELANTE GENERAL AGUSTIN SANGUINES,PLAYA ENSENADA,ENSENADA,FIJO,-116.61064683,31.85025435,NO
280,02002464112002401000000000S4,9944164,FARMACIA DEL DESIERTO,FARMACIAS CON MINISUPER,0 a 5 personas,AVENIDA,GENERAL ALVARO OBREGON,CENTRO,MEXICALI,FIJO,-115.48077459,32.66250079,NO
281,02004464111012931000000000S6,11319299,FARMACIA DEL FLORIDO,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,BARCELONA,BARCELONA,TIJUANA,FIJO,-116.98655011,32.4395719,NO
282,02004464111005801000000000U0,125966,FARMACIA DEL GENERICO,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GUSTAVO DIAZ ORDAZ,RUBIO,TIJUANA,FIJO,-116.94256948,32.48487534,NO
283,02005464111000081000000000U1,143695,FARMACIA DEL MAR,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,BENITO JUAREZ,MAGISTERIAL,PLAYAS DE ROSARITO,FIJO,-117.0555853,32.3387646,NO
284,02001464111000561000000000U1,70439,FARMACIA DEL MAR,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,ADOLFO LOPEZ MATEOS,CENTRO,ENSENADA,FIJO,-116.62551944,31.86205988,NO
285,02005464111000071000000000U2,143724,FARMACIA DEL MAR,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,BOULEVARD POPOTLA,VILLAS CORONA,PLAYAS DE ROSARITO,FIJO,-117.04911614,32.3211546,NO
286,02002464111000341000000000U6,149504,FARMACIA DEL MAR,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,MAR DE CORTES,CENTRO,SAN FELIPE,FIJO,-114.83363439,31.02286805,NO
287,02002464111001821000000000U6,57895,FARMACIA DEL NIÑO JESUS,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,REFORMA,PRIMERA SECCION,MEXICALI,FIJO,-115.48489838,32.66372417,NO
288,02004464111003702000000000U2,117625,FARMACIA DEL PRADO,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CALLE DE LAS BUGAMBILIAS,DEL PRADO,TIJUANA,FIJO,-116.99036303,32.50959137,NO
289,02002464111003681000000000U2,85947,FARMACIA DEL PUEBLO,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,URBANO VASQUEZ CUARTA,GONZALEZ ORTEGA,MEXICALI,FIJO,-115.39546887,32.59258433,NO
290,02001464112000121000000000U2,70914,FARMACIA DEL PUEBLO,FARMACIAS CON MINISUPER,0 a 5 personas,AVENIDA,BENITO JUAREZ QUINTA,CENTRO,ENSENADA,FIJO,-116.61856716,31.86514594,NO
291,02002464111000881000000000U1,141597,FARMACIA DEL PUEBLO,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,SAN LUIS RIO COLORADO,VILLAS DEL COLORADO,MEXICALI,FIJO,-115.36875161,32.59238085,NO
292,02006464111000071000000000U0,9699246,FARMACIA DEL PUEBLO,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,CHIHUAHUA,EL PAPALOTE,SAN QUINTIN,FIJO,-115.91674039,30.47293748,NO
293,02004464111002401000000000U2,153529,FARMACIA DEL REAL VH,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,JOAQUIN CLAUSEL,RIO,TIJUANA,FIJO,-117.01766906,32.52283794,NO
294,02002464111005151000000000U4,9064360,FARMACIA DEL REY,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CHETUMAL,SEGUNDA SECCION,SAN FELIPE,FIJO,-114.84238494,31.02581433,NO
295,02004464111002261000000000U0,152011,FARMACIA DEL RIO,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,JOSEFA ALVAREZ P DE ARROYO,RIO PARTE BAJA,TIJUANA,FIJO,-116.99339796,32.5312701,NO
296,02002464111004841000000000U1,8728238,FARMACIA DEL ROBLE,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,SAN LUIS RIO COLORADO,EL ROBLE,MEXICALI,FIJO,-115.3587694,32.60058734,NO
297,02004464111001461000000000U7,55536,FARMACIA DEL ROSARIO,FARMACIAS SIN MINISUPER,0 a 5 personas,AVENIDA,MIGUEL NEGRETE,CENTRO,TIJUANA,FIJO,-117.03327773,32.5319257,NO
298,02002464111000271000000000U5,67937,FARMACIA DEL SOCORRO,FARMACIAS SIN MINISUPER,0 a 5 personas,BOULEVARD,GENERAL SANTIAGO VIDAURRI,RIVERA CAMPESTRE,MEXICALI,FIJO,-115.43064451,32.58448651,NO
299,02004464112000461000000000U6,58225,FARMACIA DEL SOL,FARMACIAS CON MINISUPER,0 a 5 personas,CALLE,DAVID ALFARO SIQUEIROS,RIO,TIJUANA,FIJO,-117.01269023,32.52115711,NO
300,02001464112000455000000000U4,6282848,FARMACIA DEL SOL,FARMACIAS CON MINISUPER,6 a 10 personas,AVENIDA,REFORMA,BAHIA,ENSENADA,FIJO,-116.60628813,31.85969445,NO
301,02001464111000861000000000U5,57563,FARMACIA DEL VALLE,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PRINCIPAL,FRANCISCO ZARCO,ENSENADA,FIJO,-116.57375711,32.09490206,NO
302,02002464111003621000000000U8,81463,FARMACIA DEL VALLE,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,MEXICALI SAN LUIS,HECHICERA,MEXICALI,FIJO,-115.15525943,32.55238025,NO
303,02004464111000821000000000U3,63020,FARMACIA DEL VALLE,FARMACIAS SIN MINISUPER,6 a 10 personas,AVENIDA,PARIS,HERRERA,TIJUANA,FIJO,-117.05317796,32.53078923,NO
304,02004464111002981000000000U3,133675,FARMACIA DELTA,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,ESTELA PAVON,MIRAMAR,TIJUANA,FIJO,-117.08532899,32.51766263,NO
305,02002464111000191000000000U5,89431,FARMACIA DENIS,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,CORREGIDORA NORTE CENTRAL NORTE,VALLE DEL ALAMO,MEXICALI,FIJO,-115.39089743,32.6592202,NO
306,02001464111001501000000000U6,93272,FARMACIA DENISSE,FARMACIAS SIN MINISUPER,0 a 5 personas,CALLE,PRINCIPAL,FRANCISCO ZARCO,ENSENADA,FIJO,-116.55968281,32.10415084,NO
307,02002464111007611000000000U5,11751922,FARMACIA DERALI,FARMACIAS SIN MINISUPER,0 a 5 personas,PROLONGACION,HEROICO COLEGIO MILITAR,VOLUNTAD 2,MEXICALI,FIJO,-115.506061,32.59983265,NO
